,Brand,Year,Horsepower,Engine Cylinders,Number of Doors,Price
1685,Mazda,1998,160.0,6.0,2.0,2915
1686,Mazda,1998,150.0,6.0,2.0,2756
1687,Mazda,1998,119.0,4.0,2.0,2692
1688,Mazda,1998,150.0,6.0,2.0,2930
1689,Mazda,1998,119.0,4.0,4.0,2717
1690,Mazda,1998,150.0,6.0,2.0,3033
1691,Mazda,1998,150.0,6.0,2.0,2713
1692,Mazda,1998,119.0,4.0,2.0,2432
1693,Mazda,1999,160.0,6.0,2.0,3514
1694,Mazda,1999,160.0,6.0,4.0,3696
1695,Mazda,1999,119.0,4.0,2.0,2593
1696,Mazda,1999,160.0,6.0,4.0,3538
1697,Mazda,1999,160.0,6.0,2.0,2870
1698,Mazda,1999,119.0,4.0,2.0,2211
1699,Mazda,1999,150.0,6.0,4.0,3206
1700,Mazda,1999,150.0,6.0,4.0,3119
1701,Mazda,1999,150.0,6.0,2.0,3214
1702,Mazda,1999,150.0,6.0,2.0,2853
1703,Mazda,1999,160.0,6.0,2.0,3221
1704,Mazda,1999,119.0,4.0,2.0,2493
1705,Mazda,1999,150.0,6.0,4.0,2946
1706,Mazda,1999,150.0,6.0,2.0,3011
1707,Mazda,1999,119.0,4.0,4.0,2857
1708,Mazda,1999,160.0,6.0,4.0,3229
1709,Mazda,1999,119.0,4.0,2.0,2801
1710,Mazda,2000,119.0,4.0,2.0,2637
1711,Mazda,2000,119.0,4.0,2.0,2961
1712,Mazda,2000,143.0,6.0,4.0,3107
1713,Mazda,2000,143.0,6.0,4.0,3394
1714,Mazda,2000,143.0,6.0,2.0,2689
1715,Mazda,2000,160.0,6.0,4.0,3768
1716,Mazda,2000,119.0,4.0,2.0,2350
1717,Mazda,2000,143.0,6.0,4.0,3289
1718,Mazda,2000,143.0,6.0,2.0,2413
1719,Mazda,2000,160.0,6.0,4.0,3928
1720,Mazda,2000,160.0,6.0,4.0,3579
1721,Mazda,2000,143.0,6.0,2.0,3032
1722,Mazda,2000,143.0,6.0,2.0,3190
1723,Mazda,2007,207.0,6.0,4.0,26590
1724,Mazda,2007,148.0,6.0,2.0,19675
1725,Mazda,2007,143.0,4.0,2.0,15535
1726,Mazda,2007,148.0,6.0,4.0,19040
1727,Mazda,2007,148.0,6.0,4.0,21430
1728,Mazda,2007,207.0,6.0,4.0,22045
1729,Mazda,2008,207.0,6.0,4.0,26590
1730,Mazda,2008,207.0,6.0,4.0,22045
1731,Mazda,2008,143.0,4.0,2.0,15535
1732,Mazda,2009,143.0,4.0,2.0,16060
1733,Mazda,2009,207.0,6.0,4.0,22150
1734,Mazda,2001,150.0,6.0,2.0,20030
1735,Mazda,2001,150.0,6.0,2.0,14990
1736,Mazda,2001,150.0,6.0,2.0,17225
1737,Mazda,2001,150.0,6.0,4.0,18485
1738,Mazda,2001,119.0,4.0,2.0,14545
1739,Mazda,2001,119.0,4.0,2.0,12345
1740,Mazda,2001,150.0,6.0,2.0,18360
1741,Mazda,2001,207.0,6.0,4.0,19340
1742,Mazda,2001,150.0,6.0,2.0,17545
1743,Mazda,2001,140.0,4.0,2.0,12495
1744,Mazda,2001,207.0,6.0,4.0,22085
1745,Mazda,2001,140.0,4.0,2.0,14695
1746,Mazda,2001,150.0,6.0,2.0,15125
1747,Subaru,2006,250.0,6.0,4.0,30695
1748,Subaru,2006,250.0,6.0,4.0,32395
1749,Subaru,2006,250.0,6.0,4.0,34195
1750,Subaru,2006,250.0,6.0,4.0,34295
1751,Subaru,2006,250.0,6.0,4.0,37695
1752,Subaru,2006,250.0,6.0,4.0,35895
1753,Subaru,2006,250.0,6.0,4.0,33895
1754,Subaru,2006,250.0,6.0,4.0,32295
1760,Subaru,2006,250.0,6.0,4.0,35695
1765,Subaru,2007,245.0,6.0,4.0,29995
1766,Subaru,2007,245.0,6.0,4.0,37295
1767,Subaru,2007,245.0,6.0,4.0,35495
1769,Subaru,2007,245.0,6.0,4.0,33495
1771,Subaru,2007,245.0,6.0,4.0,31995
1772,Subaru,2007,245.0,6.0,4.0,34495
1774,Subaru,2007,245.0,6.0,4.0,32495
1777,Subaru,2004,165.0,4.0,4.0,22795
1778,Subaru,2004,210.0,4.0,4.0,23995
1779,Subaru,2004,210.0,4.0,4.0,24995
1780,Subaru,2004,165.0,4.0,4.0,21995
1781,Subaru,2004,210.0,4.0,4.0,26295
1782,Subaru,2005,165.0,4.0,4.0,22345
1783,Subaru,2005,210.0,4.0,4.0,24345
1784,Subaru,2005,210.0,4.0,4.0,25345
1785,Subaru,2005,210.0,4.0,4.0,27245
1786,Subaru,2005,165.0,4.0,4.0,23145
1787,Subaru,2006,210.0,4.0,4.0,24595
1788,Subaru,2006,165.0,4.0,4.0,22495
1789,Subaru,2006,210.0,4.0,4.0,25595
1790,Subaru,2006,210.0,4.0,4.0,27495
1791,Subaru,2006,165.0,4.0,4.0,23295
1792,Volkswagen,2014,170.0,4.0,2.0,27295
1793,Volkswagen,2014,210.0,4.0,2.0,31795
1794,Volkswagen,2014,210.0,4.0,2.0,34895
1795,Volkswagen,2014,170.0,5.0,2.0,27295
1796,Volkswagen,2014,140.0,4.0,2.0,32755
1797,Volkswagen,2014,210.0,4.0,2.0,29395
1798,Volkswagen,2014,170.0,4.0,2.0,29395
1799,Volkswagen,2014,170.0,4.0,2.0,25170
1800,Volkswagen,2014,210.0,4.0,2.0,30495
1801,Volkswagen,2014,210.0,4.0,2.0,30695
1803,Volkswagen,2014,140.0,4.0,2.0,31195
1805,Volkswagen,2014,170.0,4.0,2.0,30755
1808,Volkswagen,2014,210.0,4.0,2.0,33795
1809,Volkswagen,2014,140.0,4.0,2.0,30095
1814,Volkswagen,2014,170.0,5.0,2.0,29395
1815,Volkswagen,2014,140.0,4.0,2.0,29995
1817,Volkswagen,2014,170.0,5.0,2.0,25170
1821,Volkswagen,2014,140.0,4.0,2.0,28895
1822,Volkswagen,2015,150.0,4.0,2.0,30295
1823,Volkswagen,2015,210.0,4.0,2.0,31995
1824,Volkswagen,2015,210.0,4.0,2.0,33995
1825,Volkswagen,2015,150.0,4.0,2.0,30195
1826,Volkswagen,2015,210.0,4.0,2.0,32595
1827,Volkswagen,2015,170.0,4.0,2.0,29595
1828,Volkswagen,2015,210.0,4.0,2.0,35095
1829,Volkswagen,2015,170.0,4.0,2.0,30425
1831,Volkswagen,2015,170.0,4.0,2.0,27475
1832,Volkswagen,2015,210.0,4.0,2.0,30895
1833,Volkswagen,2015,150.0,4.0,2.0,31125
1834,Volkswagen,2015,150.0,4.0,2.0,29675
1835,Volkswagen,2015,210.0,4.0,2.0,30995
1836,Volkswagen,2015,210.0,4.0,2.0,34875
1838,Volkswagen,2015,210.0,4.0,2.0,29895
1839,Volkswagen,2015,150.0,4.0,2.0,29095
1840,Volkswagen,2015,150.0,4.0,2.0,31395
1843,Volkswagen,2015,170.0,4.0,2.0,25595
1846,Volkswagen,2015,170.0,4.0,2.0,25995
1849,Volkswagen,2015,210.0,4.0,2.0,35975
1850,Volkswagen,2015,150.0,4.0,2.0,30775
1852,Volkswagen,2015,150.0,4.0,2.0,32225
1854,Volkswagen,2015,210.0,4.0,2.0,31495
1855,Volkswagen,2015,170.0,4.0,2.0,27995
1861,Volkswagen,2016,210.0,4.0,2.0,29790
1862,Volkswagen,2016,170.0,4.0,2.0,28070
1863,Volkswagen,2016,210.0,4.0,2.0,34950
1864,Volkswagen,2016,210.0,4.0,2.0,32670
1866,Volkswagen,2016,210.0,4.0,2.0,31570
1867,Volkswagen,2016,170.0,4.0,2.0,30500
1868,Volkswagen,2016,170.0,4.0,2.0,25995
1869,Volkswagen,2016,210.0,4.0,2.0,36050
1870,Volkswagen,2016,210.0,4.0,2.0,30890
1873,Volkswagen,2016,170.0,4.0,2.0,25490
1881,Volkswagen,2015,150.0,4.0,2.0,25895
1882,Volkswagen,2015,210.0,4.0,2.0,31625
1883,Volkswagen,2015,170.0,4.0,2.0,20195
1884,Volkswagen,2015,170.0,4.0,2.0,24185
1885,Volkswagen,2015,170.0,4.0,2.0,26985
1886,Volkswagen,2015,210.0,4.0,2.0,30525
1887,Volkswagen,2015,170.0,4.0,2.0,26195
1891,Volkswagen,2015,170.0,4.0,2.0,23085
1892,Volkswagen,2015,170.0,4.0,2.0,21795
1893,Volkswagen,2015,210.0,4.0,2.0,28115
1894,Volkswagen,2015,210.0,4.0,2.0,32475
1895,Volkswagen,2015,210.0,4.0,2.0,28675
1896,Volkswagen,2015,170.0,4.0,2.0,20695
1897,Volkswagen,2015,210.0,4.0,2.0,25450
1898,Volkswagen,2015,150.0,4.0,2.0,27710
1900,Volkswagen,2015,210.0,4.0,2.0,26550
1901,Volkswagen,2015,170.0,4.0,2.0,25885
1902,Volkswagen,2015,210.0,4.0,2.0,29215
1903,Volkswagen,2015,170.0,4.0,2.0,25095
1904,Volkswagen,2015,150.0,4.0,2.0,26430
1906,Volkswagen,2015,150.0,4.0,2.0,29625
1907,Volkswagen,2015,210.0,4.0,2.0,31375
1910,Volkswagen,2015,150.0,4.0,2.0,28525
1912,Volkswagen,2015,150.0,4.0,2.0,28810
1913,Volkswagen,2015,170.0,4.0,2.0,24705
1921,Volkswagen,2015,170.0,4.0,2.0,23605
1922,Volkswagen,2015,150.0,4.0,2.0,25330
1923,Volkswagen,2015,210.0,4.0,2.0,29775
1927,Volkswagen,2015,150.0,4.0,2.0,24795
1930,Volkswagen,2016,210.0,4.0,2.0,25995
1931,Volkswagen,2016,210.0,4.0,2.0,27095
1932,Volkswagen,2016,170.0,4.0,2.0,22450
1933,Volkswagen,2016,170.0,4.0,2.0,19795
1934,Volkswagen,2016,170.0,4.0,2.0,25975
1935,Volkswagen,2016,170.0,4.0,2.0,21350
1937,Volkswagen,2016,170.0,4.0,2.0,19595
1938,Volkswagen,2016,210.0,4.0,2.0,31450
1941,Volkswagen,2016,210.0,4.0,2.0,32550
1943,Volkswagen,2016,170.0,4.0,2.0,23995
1949,Volkswagen,2017,170.0,4.0,2.0,20475
1950,Volkswagen,2017,170.0,4.0,2.0,19995
1951,Volkswagen,2017,170.0,4.0,2.0,23995
1952,Volkswagen,2017,170.0,4.0,2.0,21890
1953,Volkswagen,2017,210.0,4.0,2.0,32550
1954,Volkswagen,2017,170.0,4.0,2.0,25975
1955,Volkswagen,2017,170.0,4.0,2.0,22450
1956,Chevrolet,1994,170.0,4.0,2.0,2000
1957,Chevrolet,1994,120.0,4.0,2.0,2000
1958,Chevrolet,1995,120.0,4.0,2.0,2000
1959,Chevrolet,1995,160.0,6.0,2.0,2000
1960,Chevrolet,1996,120.0,4.0,2.0,2000
1961,Chevrolet,1996,155.0,6.0,2.0,2000
1962,Chevrolet,2013,320.0,8.0,4.0,39030
1963,Chevrolet,2013,320.0,8.0,4.0,41675
1964,Chevrolet,2013,320.0,8.0,4.0,44580
1965,Chevrolet,2013,320.0,8.0,4.0,38625
1966,Chevrolet,2013,320.0,8.0,4.0,47885
1967,Chevrolet,2013,320.0,8.0,4.0,35980
1968,Lincoln,2002,300.0,8.0,4.0,51785
1969,Chevrolet,2003,190.0,6.0,2.0,20745
1970,Chevrolet,2003,190.0,6.0,2.0,23745
1971,Chevrolet,2003,190.0,6.0,4.0,24695
1972,Chevrolet,2003,190.0,6.0,4.0,26695
1973,Chevrolet,2003,190.0,6.0,2.0,22845
1974,Chevrolet,2004,190.0,6.0,4.0,25230
1975,Chevrolet,2004,190.0,6.0,4.0,27230
1976,Chevrolet,2004,190.0,6.0,2.0,24055
1977,Chevrolet,2004,190.0,6.0,2.0,23255
1978,Chevrolet,2004,190.0,6.0,2.0,21055
1979,Chevrolet,2005,190.0,6.0,2.0,24305
1980,Chevrolet,2005,190.0,6.0,2.0,21305
1981,Chevrolet,2005,190.0,6.0,4.0,25480
1982,Chevrolet,2005,190.0,6.0,4.0,27480
1985,Pontiac,2003,205.0,6.0,4.0,26695
1986,Pontiac,2003,205.0,6.0,4.0,29670
1987,Pontiac,2003,240.0,6.0,4.0,34020
1988,Pontiac,2004,205.0,6.0,4.0,27185
1989,Pontiac,2004,275.0,8.0,4.0,35270
1990,Pontiac,2004,205.0,6.0,4.0,30035
1991,Pontiac,2005,275.0,8.0,4.0,35585
1992,Pontiac,2005,205.0,6.0,4.0,30350
1993,Pontiac,2005,205.0,6.0,4.0,27965
1994,Kia,2009,337.0,8.0,4.0,30995
1995,Kia,2009,276.0,6.0,4.0,27995
1996,Kia,2009,276.0,6.0,4.0,29995
1997,Kia,2009,276.0,6.0,4.0,26245
1998,Kia,2009,337.0,8.0,4.0,39995
1999,Kia,2009,337.0,8.0,4.0,37995
2000,Kia,2009,337.0,8.0,4.0,32995
2001,Kia,2009,337.0,8.0,4.0,30995
2002,Kia,2009,276.0,6.0,4.0,28295
2003,Porsche,2014,315.0,6.0,2.0,62100
2004,Porsche,2014,265.0,6.0,2.0,50400
2005,Porsche,2015,330.0,6.0,2.0,73500
2006,Porsche,2015,315.0,6.0,2.0,63300
2007,Porsche,2015,265.0,6.0,2.0,51400
2008,Porsche,2016,330.0,6.0,2.0,74600
2009,Porsche,2016,315.0,6.0,2.0,63900
2010,Porsche,2016,265.0,6.0,2.0,52100
2011,Oldsmobile,2002,270.0,6.0,4.0,34745
2012,Oldsmobile,2002,270.0,6.0,4.0,32215
2013,Oldsmobile,2002,270.0,6.0,4.0,32660
2014,Oldsmobile,2003,275.0,6.0,4.0,33395
2015,Oldsmobile,2003,275.0,6.0,4.0,35345
2016,Oldsmobile,2004,275.0,6.0,4.0,33920
2017,Oldsmobile,2004,275.0,6.0,4.0,35870
2018,Plymouth,1998,132.0,4.0,4.0,2000
2020,Plymouth,1999,132.0,4.0,4.0,2000
2022,Plymouth,2000,132.0,4.0,4.0,2000
2023,Ford,1990,140.0,6.0,2.0,2000
2025,Ford,1990,140.0,6.0,2.0,2000
2031,Ford,1994,185.0,8.0,2.0,2308
2032,Ford,1994,185.0,8.0,2.0,2585
2033,Ford,1994,185.0,8.0,2.0,2396
2034,Ford,1995,205.0,8.0,2.0,2620
2035,Ford,1995,205.0,8.0,2.0,2872
2036,Ford,1995,205.0,8.0,2.0,2474
2037,Ford,1996,199.0,8.0,2.0,2774
2038,Ford,1996,199.0,8.0,2.0,2996
2039,Ford,1996,199.0,8.0,2.0,3248
2042,Cadillac,1990,140.0,8.0,4.0,2000
2044,Cadillac,1991,170.0,8.0,4.0,2000
2045,Cadillac,1992,170.0,8.0,4.0,2000
2046,Subaru,2015,200.0,4.0,2.0,29490
2047,Subaru,2015,200.0,4.0,2.0,28795
2048,Subaru,2015,200.0,4.0,2.0,25695
2049,Subaru,2015,200.0,4.0,2.0,27695
2050,Subaru,2016,200.0,4.0,2.0,27395
2051,Subaru,2016,200.0,4.0,2.0,27690
2052,Subaru,2016,200.0,4.0,2.0,28495
2053,Subaru,2016,200.0,4.0,2.0,25395
2054,Subaru,2017,200.0,4.0,2.0,28745
2055,Subaru,2017,205.0,4.0,2.0,29695
2056,Subaru,2017,205.0,4.0,2.0,25495
2057,Subaru,2017,205.0,4.0,2.0,27645
2058,Mercedes-Benz,2015,241.0,4.0,4.0,40400
2059,Mercedes-Benz,2015,302.0,6.0,2.0,46050
2060,Mercedes-Benz,2015,241.0,4.0,4.0,42575
2061,Mercedes-Benz,2015,451.0,8.0,2.0,62950
2062,Mercedes-Benz,2015,241.0,4.0,4.0,38400
2063,Mercedes-Benz,2015,302.0,6.0,2.0,44050
2064,Mercedes-Benz,2015,241.0,4.0,4.0,41050
2065,Mercedes-Benz,2015,329.0,6.0,4.0,48590
2066,Mercedes-Benz,2015,241.0,4.0,4.0,39050
2068,Mercedes-Benz,2015,241.0,4.0,4.0,40575
2069,Mercedes-Benz,2015,469.0,8.0,4.0,63900
2070,Mercedes-Benz,2015,201.0,4.0,2.0,39400
2071,Mercedes-Benz,2016,241.0,4.0,4.0,43125
2072,Mercedes-Benz,2016,362.0,6.0,4.0,50800
2073,Mercedes-Benz,2016,241.0,4.0,4.0,41125
2074,Mercedes-Benz,2016,241.0,4.0,4.0,41275
2076,Mercedes-Benz,2016,469.0,8.0,4.0,65250
2077,Mercedes-Benz,2016,241.0,4.0,4.0,38950
2078,Mercedes-Benz,2016,241.0,4.0,4.0,39275
2079,Mercedes-Benz,2016,241.0,4.0,4.0,40950
2080,Mercedes-Benz,2017,241.0,4.0,4.0,39850
2081,Mercedes-Benz,2017,241.0,4.0,4.0,39500
2082,Mercedes-Benz,2017,362.0,6.0,4.0,52000
2084,Mercedes-Benz,2017,469.0,8.0,2.0,67000
2085,Mercedes-Benz,2017,241.0,4.0,4.0,41675
2086,Mercedes-Benz,2017,241.0,4.0,2.0,44650
2087,Mercedes-Benz,2017,241.0,4.0,2.0,42650
2088,Mercedes-Benz,2017,241.0,4.0,4.0,43675
2089,Mercedes-Benz,2017,469.0,8.0,4.0,65200
2090,Mercedes-Benz,2017,241.0,4.0,4.0,41500
2091,Mercedes-Benz,2017,241.0,4.0,4.0,41850
2093,Mercedes-Benz,2017,241.0,4.0,2.0,52900
2094,Mercedes-Benz,2017,241.0,4.0,2.0,50900
2101,Volvo,2011,227.0,5.0,2.0,24700
2102,Volvo,2011,227.0,5.0,2.0,27100
2103,Volvo,2012,227.0,5.0,2.0,27450
2104,Volvo,2012,227.0,5.0,2.0,24950
2105,Volvo,2013,227.0,5.0,2.0,25500
2106,Volvo,2013,227.0,5.0,2.0,27850
2107,Mercedes-Benz,1995,268.0,6.0,4.0,3555
2108,Mercedes-Benz,1996,276.0,6.0,4.0,3996
2109,Mercedes-Benz,1997,276.0,6.0,4.0,4330
2110,Mercedes-Benz,1998,302.0,8.0,4.0,4472
2111,Mercedes-Benz,1999,302.0,8.0,4.0,4661
2112,Mercedes-Benz,2000,302.0,8.0,4.0,5739
2113,Volvo,2011,227.0,5.0,2.0,39950
2114,Volvo,2012,227.0,5.0,2.0,40450
2115,Volvo,2013,227.0,5.0,2.0,41200
2119,Audi,1996,172.0,6.0,2.0,2631
2120,Audi,1997,172.0,6.0,2.0,2837
2121,Audi,1998,172.0,6.0,2.0,3137
2122,Volkswagen,1991,94.0,4.0,2.0,2000
2123,Volkswagen,1992,94.0,4.0,2.0,2000
2126,Volkswagen,1993,94.0,4.0,2.0,2000
2128,Volkswagen,2000,115.0,4.0,2.0,2473
2129,Volkswagen,2000,115.0,4.0,2.0,2568
2130,Volkswagen,2001,115.0,4.0,2.0,19600
2131,Volkswagen,2001,115.0,4.0,2.0,23175
2132,Volkswagen,2001,115.0,4.0,2.0,22300
2133,Volkswagen,2001,115.0,4.0,2.0,20475
2134,Volkswagen,2001,115.0,4.0,2.0,21475
2135,Volkswagen,2001,115.0,4.0,2.0,20600
2136,Volkswagen,2002,115.0,4.0,2.0,21475
2137,Volkswagen,2002,115.0,4.0,2.0,23175
2138,Volkswagen,2002,115.0,4.0,2.0,22300
2139,Volkswagen,2002,115.0,4.0,2.0,20600
2140,Volkswagen,2002,115.0,4.0,2.0,19600
2141,Volkswagen,2002,115.0,4.0,2.0,20475
2142,Kia,2015,293.0,6.0,4.0,34900
2143,Kia,2015,293.0,6.0,4.0,43800
2144,Kia,2016,293.0,6.0,4.0,44090
2145,Kia,2016,293.0,6.0,4.0,35990
2146,Kia,2016,293.0,6.0,4.0,32990
2147,Kia,2017,290.0,6.0,4.0,38990
2148,Kia,2017,290.0,6.0,4.0,31990
2149,Kia,2017,290.0,6.0,4.0,44390
2150,Dodge,2010,158.0,4.0,4.0,18740
2151,Dodge,2010,172.0,4.0,4.0,20555
2152,Dodge,2010,158.0,4.0,4.0,16880
2153,Dodge,2010,158.0,4.0,4.0,19995
2154,Dodge,2010,158.0,4.0,4.0,18060
2155,Dodge,2010,158.0,4.0,4.0,16975
2156,Dodge,2010,158.0,4.0,4.0,17995
2157,Dodge,2010,172.0,4.0,4.0,19995
2158,Dodge,2011,158.0,4.0,4.0,18620
2159,Dodge,2011,158.0,4.0,4.0,20585
2160,Dodge,2011,158.0,4.0,4.0,17380
2161,Dodge,2011,172.0,4.0,4.0,20585
2162,Dodge,2011,158.0,4.0,4.0,18585
2163,Dodge,2012,158.0,4.0,4.0,18730
2164,Dodge,2012,158.0,4.0,4.0,17380
2165,Dodge,2012,158.0,4.0,4.0,18765
2170,Chevrolet,2015,323.0,6.0,2.0,29205
2171,Chevrolet,2015,323.0,6.0,2.0,31205
2173,Chevrolet,2015,426.0,8.0,2.0,42405
2174,Chevrolet,2015,426.0,8.0,2.0,39505
2175,Chevrolet,2015,426.0,8.0,2.0,33505
2176,Chevrolet,2015,426.0,8.0,2.0,37305
2177,Chevrolet,2015,323.0,6.0,2.0,26005
2178,Chevrolet,2015,323.0,6.0,2.0,35105
2180,Chevrolet,2015,323.0,6.0,2.0,23705
2181,Chevrolet,2015,323.0,6.0,2.0,25145
2183,Chevrolet,2016,455.0,8.0,2.0,48300
2184,Chevrolet,2016,275.0,4.0,2.0,36800
2185,Chevrolet,2016,455.0,8.0,2.0,41300
2186,Chevrolet,2016,275.0,4.0,2.0,32700
2187,Chevrolet,2016,275.0,4.0,2.0,25700
2188,Chevrolet,2016,275.0,4.0,2.0,29800
2189,Chevrolet,2016,455.0,8.0,2.0,43300
2190,Chevrolet,2016,455.0,8.0,2.0,36300
2191,Chevrolet,2017,455.0,8.0,2.0,42905
2192,Chevrolet,2017,455.0,8.0,2.0,47905
2193,Chevrolet,2017,275.0,4.0,2.0,35605
2194,Chevrolet,2017,275.0,4.0,2.0,32600
2195,Chevrolet,2017,455.0,8.0,2.0,41905
2196,Chevrolet,2017,455.0,8.0,2.0,36905
2197,Chevrolet,2017,275.0,4.0,2.0,30405
2198,Chevrolet,2017,275.0,4.0,2.0,26600
2199,Chevrolet,2017,275.0,4.0,2.0,25905
2201,Chevrolet,2017,275.0,4.0,2.0,31905
2212,Toyota,2006,157.0,4.0,2.0,21855
2213,Toyota,2006,225.0,6.0,2.0,26940
2214,Toyota,2006,225.0,6.0,2.0,23355
2215,Toyota,2006,225.0,6.0,2.0,30210
2216,Toyota,2006,157.0,4.0,2.0,21025
2217,Toyota,2006,225.0,6.0,2.0,21860
2218,Toyota,2006,157.0,4.0,2.0,20360
2219,Toyota,2006,157.0,4.0,2.0,19530
2220,Toyota,2006,225.0,6.0,2.0,26405
2221,Toyota,2006,157.0,4.0,2.0,23405
2222,Toyota,2007,155.0,4.0,2.0,19930
2223,Toyota,2007,210.0,6.0,2.0,29460
2224,Toyota,2007,210.0,6.0,2.0,27190
2225,Toyota,2007,155.0,4.0,2.0,20760
2226,Toyota,2007,155.0,4.0,2.0,23030
2227,Toyota,2007,210.0,6.0,2.0,24530
2228,Toyota,2007,155.0,4.0,2.0,23905
2229,Toyota,2007,210.0,6.0,2.0,26905
2230,Toyota,2007,210.0,6.0,2.0,30460
2231,Toyota,2007,210.0,6.0,2.0,22260
2232,Toyota,2007,155.0,4.0,2.0,22200
2233,Toyota,2008,210.0,6.0,2.0,27440
2234,Toyota,2008,155.0,4.0,2.0,24155
2235,Toyota,2008,155.0,4.0,2.0,22450
2236,Toyota,2008,210.0,6.0,2.0,27155
2237,Toyota,2008,210.0,6.0,2.0,22510
2238,Toyota,2008,210.0,6.0,2.0,30710
2239,Toyota,2008,155.0,4.0,2.0,21010
2240,Toyota,2008,210.0,6.0,2.0,24780
2241,Toyota,2008,155.0,4.0,2.0,23280
2242,Toyota,2008,210.0,6.0,2.0,29710
2243,Toyota,2008,155.0,4.0,2.0,20180
2244,Toyota,2015,178.0,4.0,4.0,26150
2246,Toyota,2015,268.0,6.0,4.0,31370
2247,Toyota,2015,268.0,6.0,4.0,31370
2248,Toyota,2015,178.0,4.0,4.0,22970
2249,Toyota,2015,178.0,4.0,4.0,23840
2250,Toyota,2016,178.0,4.0,4.0,26310
2251,Toyota,2016,178.0,4.0,4.0,23840
2253,Toyota,2016,178.0,4.0,4.0,25715
2254,Toyota,2016,178.0,4.0,4.0,23070
2255,Toyota,2016,268.0,6.0,4.0,31370
2256,Toyota,2016,268.0,6.0,4.0,31370
2257,Toyota,2017,178.0,4.0,4.0,23070
2258,Toyota,2017,178.0,4.0,4.0,23840
2259,Toyota,2017,178.0,4.0,4.0,26310
2260,Toyota,2017,268.0,6.0,4.0,31370
2261,Toyota,2017,268.0,6.0,4.0,31370
2263,GMC,2012,185.0,4.0,4.0,24685
2264,GMC,2012,185.0,4.0,2.0,22385
2265,GMC,2012,185.0,4.0,4.0,23040
2266,GMC,2012,242.0,5.0,4.0,31790
2267,GMC,2012,242.0,5.0,4.0,28610
2268,GMC,2012,185.0,4.0,4.0,20840
2269,GMC,2012,185.0,4.0,2.0,17490
2270,GMC,2012,242.0,5.0,4.0,29145
2271,GMC,2012,242.0,5.0,4.0,29125
2272,GMC,2012,185.0,4.0,2.0,20455
2273,GMC,2012,185.0,4.0,4.0,24435
2274,GMC,2012,242.0,5.0,2.0,25305
2275,GMC,2012,185.0,4.0,4.0,26485
2276,GMC,2012,242.0,5.0,4.0,26470
2277,GMC,2015,200.0,4.0,4.0,29730
2278,GMC,2015,200.0,4.0,4.0,27935
2279,GMC,2015,305.0,6.0,4.0,37250
2280,GMC,2015,200.0,4.0,4.0,22650
2281,GMC,2015,200.0,4.0,4.0,26595
2282,GMC,2015,200.0,4.0,4.0,20995
2283,GMC,2015,305.0,6.0,4.0,26725
2284,GMC,2015,200.0,4.0,4.0,25205
2285,GMC,2015,200.0,4.0,4.0,31650
2286,GMC,2015,200.0,4.0,4.0,33855
2287,GMC,2015,305.0,6.0,4.0,36950
2288,GMC,2015,200.0,4.0,4.0,28535
2289,GMC,2015,305.0,6.0,4.0,34310
2290,GMC,2015,305.0,6.0,4.0,33420
2291,GMC,2015,200.0,4.0,4.0,31145
2292,GMC,2015,305.0,6.0,4.0,30055
2293,GMC,2015,305.0,6.0,4.0,34010
2294,GMC,2016,305.0,6.0,4.0,34280
2295,GMC,2016,305.0,6.0,4.0,35020
2296,GMC,2016,305.0,6.0,4.0,38110
2297,GMC,2016,305.0,6.0,4.0,37810
2298,GMC,2016,305.0,6.0,4.0,35665
2299,GMC,2016,305.0,6.0,4.0,31540
2300,GMC,2016,200.0,4.0,4.0,20955
2301,GMC,2016,200.0,4.0,4.0,28595
2302,GMC,2016,305.0,6.0,4.0,27385
2303,GMC,2016,200.0,4.0,4.0,29245
2304,GMC,2016,200.0,4.0,4.0,25865
2305,GMC,2016,200.0,4.0,4.0,23310
2306,GMC,2016,305.0,6.0,4.0,30765
2307,GMC,2016,200.0,4.0,4.0,31855
2308,GMC,2016,305.0,6.0,4.0,33460
2309,GMC,2016,305.0,6.0,4.0,34720
2310,GMC,2016,200.0,4.0,4.0,27305
2311,Chevrolet,1994,260.0,8.0,4.0,2000
2312,Chevrolet,1994,200.0,8.0,4.0,2000
2314,Chevrolet,1995,200.0,8.0,4.0,2000
2315,Chevrolet,1995,260.0,8.0,4.0,2000
2316,Chevrolet,1996,260.0,8.0,4.0,2000
2317,Chevrolet,1996,200.0,8.0,4.0,2000
2318,Chevrolet,2013,180.0,4.0,4.0,24155
2319,Chevrolet,2013,180.0,4.0,4.0,29615
2320,Chevrolet,2013,180.0,4.0,4.0,25770
2321,Chevrolet,2013,180.0,4.0,4.0,24940
2322,Chevrolet,2014,180.0,4.0,4.0,25145
2323,Chevrolet,2014,180.0,4.0,4.0,24360
2324,Chevrolet,2014,180.0,4.0,4.0,25975
2325,Chevrolet,2014,180.0,4.0,4.0,29495
2326,Chevrolet,2015,180.0,4.0,4.0,25985
2327,Chevrolet,2015,180.0,4.0,4.0,29505
2328,Chevrolet,2015,180.0,4.0,4.0,25155
2329,Chevrolet,2015,180.0,4.0,4.0,24370
2330,Dodge,2005,150.0,4.0,4.0,18380
2331,Dodge,2005,180.0,6.0,4.0,19835
