,Manufacturer,Model,HorsePower,Cylinders,Category,Price
3226,Cadillac,CTS Wagon,270.0,6.0,Luxury,42150
3227,Cadillac,CTS Wagon,318.0,6.0,"Luxury,Performance",49750
3228,Cadillac,CTS Wagon,318.0,6.0,"Luxury,Performance",46090
3229,Cadillac,CTS Wagon,318.0,6.0,"Luxury,Performance",44190
3230,Cadillac,CTS Wagon,270.0,6.0,Luxury,42150
3231,Cadillac,CTS Wagon,270.0,6.0,Luxury,41105
3232,Cadillac,CTS Wagon,318.0,6.0,"Luxury,Performance",49750
3233,Cadillac,CTS Wagon,318.0,6.0,"Luxury,Performance",46090
3234,Cadillac,CTS Wagon,270.0,6.0,Luxury,39205
3235,Cadillac,CTS Wagon,318.0,6.0,"Luxury,Performance",51650
3236,Cadillac,CTS Wagon,270.0,6.0,Luxury,44050
3237,Cadillac,CTS Wagon,318.0,6.0,"Luxury,Performance",49795
3238,Cadillac,CTS Wagon,270.0,6.0,Luxury,44095
3239,Cadillac,CTS Wagon,270.0,6.0,Luxury,42195
3240,Cadillac,CTS Wagon,318.0,6.0,"Luxury,Performance",46095
3241,Cadillac,CTS Wagon,318.0,6.0,"Luxury,Performance",44195
3242,Cadillac,CTS Wagon,318.0,6.0,"Luxury,Performance",51695
3243,Cadillac,CTS,321.0,6.0,"Flex Fuel,Luxury,Performance",54970
3244,Cadillac,CTS,272.0,4.0,"Luxury,Performance",51270
3245,Cadillac,CTS,272.0,4.0,"Luxury,Performance",53270
3246,Cadillac,CTS,272.0,4.0,"Luxury,Performance",62070
3247,Cadillac,CTS,321.0,6.0,"Flex Fuel,Luxury,Performance",63770
3248,Cadillac,CTS,321.0,6.0,"Flex Fuel,Luxury,High-Performance",61770
3249,Cadillac,CTS,420.0,6.0,"Factory Tuner,Luxury,High-Performance",69340
3250,Cadillac,CTS,272.0,4.0,"Luxury,Performance",47345
3251,Cadillac,CTS,321.0,6.0,"Flex Fuel,Luxury,Performance",59370
3252,Cadillac,CTS,272.0,4.0,"Luxury,Performance",45345
3253,Cadillac,CTS,272.0,4.0,"Luxury,Performance",55670
3254,Cadillac,CTS,272.0,4.0,"Luxury,Performance",57670
3255,Cadillac,CTS,272.0,4.0,"Luxury,Performance",60070
3256,Cadillac,CTS,321.0,6.0,"Flex Fuel,Luxury,High-Performance",52970
3257,Cadillac,CTS,321.0,6.0,"Flex Fuel,Luxury,High-Performance",57370
3258,Cadillac,CTS,420.0,6.0,"Factory Tuner,Luxury,High-Performance",59340
3259,Cadillac,CTS,335.0,6.0,"Luxury,High-Performance",58285
3260,Cadillac,CTS,268.0,4.0,"Luxury,Performance",45560
3261,Cadillac,CTS,268.0,4.0,"Luxury,Performance",60685
3262,Cadillac,CTS,420.0,6.0,"Factory Tuner,Luxury,High-Performance",59955
3263,Cadillac,CTS,268.0,4.0,"Luxury,Performance",51285
3264,Cadillac,CTS,420.0,6.0,"Factory Tuner,Luxury,High-Performance",69955
3265,Cadillac,CTS,268.0,4.0,"Luxury,Performance",53285
3266,Cadillac,CTS,335.0,6.0,"Luxury,Performance",60285
3267,Cadillac,CTS,335.0,6.0,"Luxury,High-Performance",53285
3268,Cadillac,CTS,335.0,6.0,"Luxury,High-Performance",62685
3269,Cadillac,CTS,268.0,4.0,"Luxury,Performance",58285
3270,Cadillac,CTS,335.0,6.0,"Luxury,Performance",64685
3271,Cadillac,CTS,268.0,4.0,"Luxury,Performance",62685
3272,Cadillac,CTS,268.0,4.0,"Luxury,Performance",56285
3273,Cadillac,CTS,335.0,6.0,"Luxury,Performance",55285
3274,Cadillac,CTS,268.0,4.0,"Luxury,Performance",47560
3275,Cadillac,CTS,335.0,6.0,"Luxury,Performance",61195
3276,Cadillac,CTS,268.0,4.0,"Luxury,Performance",51695
3277,Cadillac,CTS,420.0,6.0,"Factory Tuner,Luxury,High-Performance",70795
3278,Cadillac,CTS,268.0,4.0,"Luxury,Performance",47995
3279,Cadillac,CTS,335.0,6.0,"Luxury,Performance",55695
3280,Cadillac,CTS,335.0,6.0,"Luxury,High-Performance",59195
3281,Cadillac,CTS,335.0,6.0,"Luxury,High-Performance",53695
3282,Cadillac,CTS,268.0,4.0,"Luxury,Performance",53695
3283,Cadillac,CTS,420.0,6.0,"Factory Tuner,Luxury,High-Performance",60695
3284,Cadillac,CTS,268.0,4.0,"Luxury,Performance",45995
3285,Nissan,Cube,122.0,4.0,No Category,14980
3286,Nissan,Cube,122.0,4.0,No Category,18680
3287,Nissan,Cube,122.0,4.0,No Category,16580
3288,Nissan,Cube,122.0,4.0,No Category,17580
3289,Nissan,Cube,122.0,4.0,No Category,16760
3290,Nissan,Cube,122.0,4.0,No Category,18860
3291,Nissan,Cube,122.0,4.0,No Category,17760
3292,Nissan,Cube,122.0,4.0,No Category,19000
3293,Nissan,Cube,122.0,4.0,No Category,16900
3294,Nissan,Cube,122.0,4.0,No Category,17900
3295,Oldsmobile,Custom Cruiser,140.0,8.0,No Category,2000
3296,Oldsmobile,Custom Cruiser,170.0,8.0,No Category,2000
3297,Oldsmobile,Custom Cruiser,170.0,8.0,No Category,2000
3298,Oldsmobile,Cutlass Calais,110.0,4.0,No Category,2000
3299,Oldsmobile,Cutlass Calais,160.0,4.0,No Category,2000
3300,Oldsmobile,Cutlass Calais,180.0,4.0,No Category,2000
3301,Oldsmobile,Cutlass Calais,110.0,4.0,No Category,2000
3302,Oldsmobile,Cutlass Calais,180.0,4.0,No Category,2000
3303,Oldsmobile,Cutlass Calais,160.0,4.0,No Category,2000
3304,Oldsmobile,Cutlass Calais,110.0,4.0,No Category,2000
3305,Oldsmobile,Cutlass Calais,110.0,4.0,No Category,2000
3306,Oldsmobile,Cutlass Calais,110.0,4.0,No Category,2000
3307,Oldsmobile,Cutlass Calais,110.0,4.0,No Category,2000
3308,Oldsmobile,Cutlass Calais,160.0,4.0,No Category,2000
3309,Oldsmobile,Cutlass Calais,160.0,4.0,No Category,2000
3310,Oldsmobile,Cutlass Calais,110.0,4.0,No Category,2000
3311,Oldsmobile,Cutlass Calais,180.0,4.0,No Category,2000
3312,Oldsmobile,Cutlass Calais,180.0,4.0,No Category,2000
3313,Oldsmobile,Cutlass Calais,110.0,4.0,No Category,2000
3314,Oldsmobile,Cutlass Ciera,160.0,6.0,No Category,2000
3315,Oldsmobile,Cutlass Ciera,160.0,6.0,No Category,2000
3316,Oldsmobile,Cutlass Ciera,110.0,4.0,No Category,2000
3317,Oldsmobile,Cutlass Ciera,110.0,4.0,No Category,2000
3318,Oldsmobile,Cutlass Ciera,160.0,4.0,No Category,2000
3319,Oldsmobile,Cutlass Ciera,160.0,6.0,No Category,2000
3320,Oldsmobile,Cutlass Ciera,160.0,4.0,No Category,2000
3321,Oldsmobile,Cutlass Ciera,160.0,6.0,No Category,2000
3322,Oldsmobile,Cutlass Ciera,120.0,4.0,No Category,2000
3323,Oldsmobile,Cutlass Ciera,120.0,6.0,No Category,2000
3324,Oldsmobile,Cutlass Ciera,160.0,6.0,No Category,2000
3325,Oldsmobile,Cutlass Ciera,160.0,6.0,No Category,2000
3326,Oldsmobile,Cutlass Supreme,160.0,6.0,No Category,2000
3327,Oldsmobile,Cutlass Supreme,160.0,6.0,No Category,2000
3328,Oldsmobile,Cutlass Supreme,160.0,6.0,No Category,2000
3329,Oldsmobile,Cutlass Supreme,160.0,6.0,No Category,2000
3330,Oldsmobile,Cutlass Supreme,160.0,6.0,No Category,2000
3331,Oldsmobile,Cutlass Supreme,160.0,6.0,No Category,2000
3332,Oldsmobile,Cutlass Supreme,160.0,6.0,No Category,2000
3333,Oldsmobile,Cutlass,155.0,6.0,No Category,2000
3334,Oldsmobile,Cutlass,155.0,6.0,No Category,2000
3335,Oldsmobile,Cutlass,155.0,6.0,No Category,2000
3336,Oldsmobile,Cutlass,155.0,6.0,No Category,2079
3337,Oldsmobile,Cutlass,150.0,6.0,No Category,2045
3338,Oldsmobile,Cutlass,150.0,6.0,No Category,2148
3339,Mazda,CX-3,146.0,4.0,Crossover,19960
3340,Mazda,CX-3,146.0,4.0,Crossover,21960
3341,Mazda,CX-3,146.0,4.0,Crossover,26240
3342,Mazda,CX-3,146.0,4.0,Crossover,23210
3343,Mazda,CX-3,146.0,4.0,Crossover,21210
3344,Mazda,CX-3,146.0,4.0,Crossover,24990
3345,Mazda,CX-3,146.0,4.0,Crossover,24990
3346,Mazda,CX-3,146.0,4.0,Crossover,19960
3347,Mazda,CX-3,146.0,4.0,Crossover,21960
3348,Mazda,CX-3,146.0,4.0,Crossover,23210
3349,Mazda,CX-3,146.0,4.0,Crossover,26240
3350,Mazda,CX-3,146.0,4.0,Crossover,21210
3351,Mazda,CX-5,155.0,4.0,Crossover,22795
3352,Mazda,CX-5,155.0,4.0,Crossover,24045
3353,Mazda,CX-5,184.0,4.0,Crossover,24815
3354,Mazda,CX-5,184.0,4.0,Crossover,26065
3355,Mazda,CX-5,184.0,4.0,Crossover,29070
3356,Mazda,CX-5,155.0,4.0,Crossover,21395
3357,Mazda,CX-5,184.0,4.0,Crossover,27820
3358,Mazda,CX-5,184.0,4.0,Crossover,27970
3359,Mazda,CX-5,184.0,4.0,Crossover,29220
3360,Mazda,CX-5,184.0,4.0,Crossover,26215
3361,Mazda,CX-5,155.0,4.0,Crossover,21545
3362,Mazda,CX-5,184.0,4.0,Crossover,24965
3363,Mazda,CX-5,155.0,4.0,Crossover,22945
3364,Mazda,CX-5,155.0,4.0,Crossover,24195
3365,Mazda,CX-5,184.0,4.0,Crossover,24395
3366,Mazda,CX-5,155.0,4.0,Crossover,21795
3367,Mazda,CX-5,184.0,4.0,Crossover,26465
3368,Mazda,CX-5,184.0,4.0,Crossover,24445
3369,Mazda,CX-5,155.0,4.0,Crossover,21795
3370,Mazda,CX-5,184.0,4.0,Crossover,23195
3371,Mazda,CX-5,184.0,4.0,Crossover,24895
3372,Mazda,CX-5,184.0,4.0,Crossover,29870
3373,Mazda,CX-5,184.0,4.0,Crossover,28570
3374,Mazda,CX-5,184.0,4.0,Crossover,29470
3375,Mazda,CX-5,184.0,4.0,Crossover,25215
3376,Mazda,CX-5,184.0,4.0,Crossover,25215
3377,Mazda,CX-5,184.0,4.0,Crossover,23595
3378,Mazda,CX-5,184.0,4.0,Crossover,28220
3379,Mazda,CX-5,184.0,4.0,Crossover,26515
3380,Mazda,CX-7,244.0,4.0,Crossover,25950
3381,Mazda,CX-7,244.0,4.0,Crossover,27650
3382,Mazda,CX-7,244.0,4.0,Crossover,31335
3383,Mazda,CX-7,244.0,4.0,Crossover,33035
3384,Mazda,CX-7,161.0,4.0,Crossover,21700
3385,Mazda,CX-7,161.0,4.0,Crossover,22490
3386,Mazda,CX-7,244.0,4.0,Crossover,33340
3387,Mazda,CX-7,244.0,4.0,Crossover,31640
3388,Mazda,CX-7,161.0,4.0,Crossover,21990
3389,Mazda,CX-7,244.0,4.0,Crossover,27955
3390,Mazda,CX-7,161.0,4.0,Crossover,22795
3391,Mazda,CX-7,161.0,4.0,Crossover,26390
3392,Mazda,CX-7,244.0,4.0,Crossover,26255
3393,Mazda,CX-7,244.0,4.0,Crossover,26455
3394,Mazda,CX-7,244.0,4.0,Crossover,31840
3395,Mazda,CX-7,161.0,4.0,Crossover,26590
3396,Mazda,CX-7,161.0,4.0,Crossover,22995
3397,Mazda,CX-7,244.0,4.0,Crossover,28155
3398,Mazda,CX-7,244.0,4.0,Crossover,33540
3399,Mazda,CX-7,161.0,4.0,Crossover,22190
3400,Mazda,CX-9,273.0,6.0,Crossover,31575
3401,Mazda,CX-9,273.0,6.0,Crossover,29985
3402,Mazda,CX-9,273.0,6.0,Crossover,32480
3403,Mazda,CX-9,273.0,6.0,"Crossover,Performance",36625
3404,Mazda,CX-9,273.0,6.0,"Crossover,Performance",35035
3405,Mazda,CX-9,273.0,6.0,Crossover,34070
3406,Mazda,CX-9,273.0,6.0,"Crossover,Performance",35035
3407,Mazda,CX-9,273.0,6.0,"Crossover,Performance",36625
3408,Mazda,CX-9,273.0,6.0,Crossover,31575
3409,Mazda,CX-9,273.0,6.0,Crossover,34070
3410,Mazda,CX-9,273.0,6.0,Crossover,32480
3411,Mazda,CX-9,273.0,6.0,Crossover,29985
3412,Mazda,CX-9,227.0,4.0,Crossover,35970
3413,Mazda,CX-9,227.0,4.0,Crossover,33320
3414,Mazda,CX-9,227.0,4.0,Crossover,41970
3415,Mazda,CX-9,227.0,4.0,Crossover,40170
3416,Mazda,CX-9,227.0,4.0,Crossover,31520
3417,Mazda,CX-9,227.0,4.0,Crossover,44015
3418,Mazda,CX-9,227.0,4.0,Crossover,37770
3419,Dodge,Dakota,210.0,6.0,No Category,26170
3420,Dodge,Dakota,302.0,8.0,No Category,27780
3421,Dodge,Dakota,210.0,6.0,No Category,22030
3422,Dodge,Dakota,210.0,6.0,No Category,27625
3423,Dodge,Dakota,210.0,6.0,No Category,25245
3424,Dodge,Dakota,210.0,6.0,No Category,26280
3425,Dodge,Dakota,210.0,6.0,No Category,27625
3426,Dodge,Dakota,210.0,6.0,No Category,24720
3427,Dodge,Dakota,210.0,6.0,No Category,30155
3428,Dodge,Dakota,210.0,6.0,No Category,30780
3429,Dodge,Dakota,210.0,6.0,No Category,23640
3430,Dodge,Dakota,210.0,6.0,No Category,25395
3431,Dodge,Dakota,210.0,6.0,No Category,28580
3432,Dodge,Dakota,210.0,6.0,No Category,26590
3433,Dodge,Dakota,210.0,6.0,No Category,24010
3434,Dodge,Dakota,210.0,6.0,No Category,30510
3435,Dodge,Dakota,210.0,6.0,No Category,26120
3436,Dodge,Dakota,210.0,6.0,No Category,22030
3437,Dodge,Dakota,210.0,6.0,No Category,26920
3438,Dodge,Dakota,210.0,6.0,No Category,26540
3439,Dodge,Dakota,302.0,8.0,No Category,32135
3440,Dodge,Dakota,210.0,6.0,No Category,24010
3441,Dodge,Dakota,210.0,6.0,No Category,27935
3442,Dodge,Dakota,210.0,6.0,No Category,22505
3443,Dodge,Dakota,210.0,6.0,No Category,26280
3444,Dodge,Dakota,210.0,6.0,No Category,24985
3445,Dodge,Dakota,210.0,6.0,No Category,26935
3446,Dodge,Dakota,302.0,8.0,No Category,30760
3447,Dodge,Dakota,302.0,8.0,No Category,28520
3448,Dodge,Dakota,210.0,6.0,No Category,29095
3449,Dodge,Dakota,210.0,6.0,No Category,20470
3450,Dodge,Dakota,210.0,6.0,No Category,20995
3451,Dodge,Dakota,210.0,6.0,Flex Fuel,28630
3452,Dodge,Dakota,210.0,6.0,Flex Fuel,31630
3453,Dodge,Dakota,210.0,6.0,Flex Fuel,23710
3454,Dodge,Dakota,210.0,6.0,Flex Fuel,25260
3455,Dodge,Dakota,210.0,6.0,Flex Fuel,29355
3456,Dodge,Dakota,210.0,6.0,Flex Fuel,31045
3457,Dodge,Dakota,210.0,6.0,Flex Fuel,23710
3458,Dodge,Dakota,210.0,6.0,Flex Fuel,29355
3459,Dodge,Dakota,210.0,6.0,Flex Fuel,27960
3460,Dodge,Dakota,210.0,6.0,Flex Fuel,30155
3461,Dodge,Dakota,210.0,6.0,Flex Fuel,28210
3462,Dodge,Dakota,210.0,6.0,Flex Fuel,27960
3463,Dodge,Dakota,210.0,6.0,Flex Fuel,26405
3464,Dodge,Dakota,210.0,6.0,Flex Fuel,29985
3465,Dodge,Dakota,210.0,6.0,Flex Fuel,26810
3466,Dodge,Dakota,210.0,6.0,Flex Fuel,27315
3467,Dodge,Dakota,210.0,6.0,Flex Fuel,26405
3468,Dodge,Dakota,210.0,6.0,Flex Fuel,22560
3469,Dodge,Dakota,210.0,6.0,Flex Fuel,26325
3470,Dodge,Dakota,210.0,6.0,Flex Fuel,27880
3471,Dodge,Dakota,210.0,6.0,Flex Fuel,25305
3472,Dodge,Dakota,210.0,6.0,Flex Fuel,28255
3473,Dodge,Dakota,210.0,6.0,Flex Fuel,23630
3474,Dodge,Dakota,210.0,6.0,Flex Fuel,27005
3475,Dodge,Dakota,210.0,6.0,Flex Fuel,23630
3476,Dodge,Dakota,210.0,6.0,Flex Fuel,29275
3477,Dodge,Dakota,210.0,6.0,Flex Fuel,22755
3478,Dodge,Dakota,210.0,6.0,Flex Fuel,33180
3479,Dodge,Dakota,210.0,6.0,Flex Fuel,27880
3480,Dodge,Dakota,210.0,6.0,Flex Fuel,29275
3481,Dodge,Dakota,302.0,8.0,Flex Fuel,31365
3482,Dodge,Dakota,210.0,6.0,Flex Fuel,26325
3483,Dodge,Dakota,210.0,6.0,Flex Fuel,30180
3484,Dodge,Dart,160.0,4.0,No Category,16495
3485,Dodge,Dart,184.0,4.0,No Category,18595
3486,Dodge,Dart,184.0,4.0,No Category,22995
3487,Dodge,Dart,160.0,4.0,No Category,19995
3488,Dodge,Dart,184.0,4.0,No Category,20995
3489,Dodge,Dart,184.0,4.0,No Category,21645
3490,Dodge,Dart,184.0,4.0,No Category,19000
3491,Dodge,Dart,160.0,4.0,No Category,20495
3492,Dodge,Dart,184.0,4.0,No Category,23795
3493,Dodge,Dart,160.0,4.0,No Category,16495
3494,Dodge,Dart,160.0,4.0,No Category,19495
3495,Dodge,Dart,160.0,4.0,No Category,18995
3496,Dodge,Dart,184.0,4.0,No Category,19395
3497,Dodge,Dart,160.0,4.0,No Category,17995
3498,Dodge,Dart,184.0,4.0,No Category,24395
3499,Dodge,Dart,160.0,4.0,No Category,19595
3500,Dodge,Dart,160.0,4.0,No Category,16995
3501,Dodge,Dart,160.0,4.0,No Category,21095
3502,Dodge,Dart,184.0,4.0,No Category,22095
3503,Dodge,Dart,184.0,4.0,No Category,20995
3504,Dodge,Dart,184.0,4.0,No Category,21595
3505,Rolls-Royce,Dawn,563.0,12.0,"Exotic,Luxury,High-Performance",335000
3506,Dodge,Daytona,152.0,4.0,"Hatchback,Factory Tuner,Performance",2000
3507,Dodge,Daytona,152.0,4.0,"Hatchback,Performance",2000
3508,Dodge,Daytona,152.0,4.0,"Hatchback,Factory Tuner,Performance",2000
3509,Dodge,Daytona,100.0,4.0,Hatchback,2000
3510,Dodge,Daytona,141.0,6.0,Hatchback,2000
3511,Dodge,Daytona,100.0,4.0,Hatchback,2000
3512,Dodge,Daytona,224.0,4.0,"Hatchback,Factory Tuner,Performance",2000
3513,Dodge,Daytona,141.0,6.0,Hatchback,2000
3514,Dodge,Daytona,100.0,4.0,Hatchback,2000
3515,Dodge,Daytona,100.0,4.0,Hatchback,2000
3516,Dodge,Daytona,100.0,4.0,Hatchback,2000
3517,Dodge,Daytona,100.0,4.0,Hatchback,2000
3518,Dodge,Daytona,141.0,6.0,Hatchback,2000
3519,Dodge,Daytona,224.0,4.0,"Hatchback,Factory Tuner,Performance",2000
3520,Aston Martin,DB7,420.0,12.0,"Exotic,Factory Tuner,High-Performance",156300
3521,Aston Martin,DB7,420.0,12.0,"Exotic,High-Performance",151800
3522,Aston Martin,DB7,435.0,12.0,"Exotic,Factory Tuner,High-Performance",156300
3523,Aston Martin,DB7,420.0,12.0,"Exotic,High-Performance",141800
3524,Aston Martin,DB9 GT,540.0,12.0,"Exotic,High-Performance",235307
3525,Aston Martin,DB9 GT,540.0,12.0,"Exotic,High-Performance",213250
3526,Aston Martin,DB9 GT,540.0,12.0,"Exotic,High-Performance",198250
3527,Aston Martin,DB9,510.0,12.0,"Exotic,High-Performance",198700
3528,Aston Martin,DB9,510.0,12.0,"Exotic,High-Performance",183700
3529,Aston Martin,DB9,510.0,12.0,"Exotic,High-Performance",200800
3530,Aston Martin,DB9,510.0,12.0,"Exotic,High-Performance",185800
3531,Aston Martin,DB9,510.0,12.0,"Exotic,High-Performance",198295
3532,Aston Martin,DB9,510.0,12.0,"Exotic,High-Performance",188295
3533,Aston Martin,DB9,510.0,12.0,"Exotic,High-Performance",203295
3534,Aston Martin,DB9,510.0,12.0,"Exotic,High-Performance",213295
3535,Aston Martin,DBS,510.0,12.0,"Exotic,High-Performance",283900
3536,Aston Martin,DBS,510.0,12.0,"Exotic,High-Performance",279500
3537,Aston Martin,DBS,510.0,12.0,"Exotic,High-Performance",270400
3538,Aston Martin,DBS,510.0,12.0,"Exotic,High-Performance",266000
3539,Aston Martin,DBS,510.0,12.0,"Exotic,Factory Tuner,High-Performance",282295
3540,Aston Martin,DBS,510.0,12.0,"Exotic,Factory Tuner,High-Performance",268660
3541,Aston Martin,DBS,510.0,12.0,"Exotic,Factory Tuner,High-Performance",273104
3542,Aston Martin,DBS,510.0,12.0,"Exotic,Factory Tuner,High-Performance",286739
3543,Aston Martin,DBS,510.0,12.0,"Exotic,High-Performance",295987
3544,Aston Martin,DBS,510.0,12.0,"Exotic,High-Performance",275861
3545,Aston Martin,DBS,510.0,12.0,"Exotic,High-Performance",284576
3546,Aston Martin,DBS,510.0,12.0,"Exotic,High-Performance",296387
3547,Aston Martin,DBS,510.0,12.0,"Exotic,High-Performance",290461
3548,Aston Martin,DBS,510.0,12.0,"Exotic,High-Performance",284976
3549,Aston Martin,DBS,510.0,12.0,"Exotic,High-Performance",290861
3550,Aston Martin,DBS,510.0,12.0,"Exotic,High-Performance",275461
3551,Land Rover,Defender,182.0,8.0,Luxury,27736
3552,Land Rover,Defender,182.0,8.0,Luxury,30709
3553,Land Rover,Defender,182.0,8.0,Luxury,36931
3554,Land Rover,Defender,182.0,8.0,Luxury,39669
3555,Cadillac,DeVille,275.0,8.0,Luxury,49150
3556,Cadillac,DeVille,300.0,8.0,"Luxury,Performance",49150
3557,Cadillac,DeVille,275.0,8.0,Luxury,44400
3558,Cadillac,DeVille,300.0,8.0,"Luxury,Performance",50750
3559,Cadillac,DeVille,275.0,8.0,Luxury,50750
3560,Cadillac,DeVille,275.0,8.0,Luxury,45600
3561,Cadillac,DeVille,275.0,8.0,Luxury,51600
3562,Cadillac,DeVille,275.0,8.0,Luxury,46430
3563,Cadillac,DeVille,275.0,8.0,Luxury,46045
3564,Cadillac,DeVille,290.0,8.0,"Luxury,Performance",51600
3565,Lamborghini,Diablo,550.0,12.0,"Exotic,High-Performance",294900
3566,Mitsubishi,Diamante,205.0,6.0,No Category,28447
3567,Mitsubishi,Diamante,210.0,6.0,No Category,26997
3568,Mitsubishi,Diamante,205.0,6.0,No Category,25687
3569,Mitsubishi,Diamante,205.0,6.0,No Category,25997
3570,Mitsubishi,Diamante,205.0,6.0,No Category,28447
3571,Mitsubishi,Diamante,210.0,6.0,No Category,27097
3572,Mitsubishi,Diamante,205.0,6.0,No Category,24999
3573,Mitsubishi,Diamante,210.0,6.0,No Category,26819
3574,Mitsubishi,Diamante,205.0,6.0,No Category,27619
3575,Land Rover,Discovery Series II,188.0,8.0,Luxury,2561
3576,Land Rover,Discovery Series II,188.0,8.0,Luxury,36350
3577,Land Rover,Discovery Series II,188.0,8.0,Luxury,33350
3578,Land Rover,Discovery Series II,188.0,8.0,Luxury,34350
3579,Land Rover,Discovery Series II,188.0,8.0,Luxury,33350
3580,Land Rover,Discovery Series II,188.0,8.0,Luxury,37150
3581,Land Rover,Discovery Sport,240.0,4.0,"Crossover,Luxury",37070
3582,Land Rover,Discovery Sport,240.0,4.0,"Crossover,Luxury",45570
3583,Land Rover,Discovery Sport,240.0,4.0,"Crossover,Luxury",41570
3584,Land Rover,Discovery Sport,240.0,4.0,"Crossover,Luxury",41955
3585,Land Rover,Discovery Sport,240.0,4.0,"Crossover,Luxury",45955
3586,Land Rover,Discovery Sport,240.0,4.0,"Crossover,Luxury",37455
3587,Land Rover,Discovery Sport,240.0,4.0,"Crossover,Luxury",46595
3588,Land Rover,Discovery Sport,240.0,4.0,"Crossover,Luxury",42195
3589,Land Rover,Discovery Sport,240.0,4.0,"Crossover,Luxury",37695
3590,Land Rover,Discovery,217.0,8.0,Luxury,34350
3591,Land Rover,Discovery,217.0,8.0,Luxury,40350
3592,Land Rover,Discovery,217.0,8.0,Luxury,38350
3593,Land Rover,Discovery,217.0,8.0,Luxury,38685
3594,Land Rover,Discovery,217.0,8.0,Luxury,40685
3595,Land Rover,Discovery,217.0,8.0,Luxury,34330
3596,Cadillac,DTS,275.0,8.0,Luxury,51460
3597,Cadillac,DTS,275.0,8.0,Luxury,46280
3598,Cadillac,DTS,275.0,8.0,Luxury,49730
3599,Cadillac,DTS,292.0,8.0,Luxury,54230
3600,Cadillac,DTS,275.0,8.0,Luxury,49230
3601,Cadillac,DTS,275.0,8.0,Luxury,47625
3602,Cadillac,DTS,275.0,8.0,Luxury,46280
3603,Cadillac,DTS,275.0,8.0,Luxury,51525
3604,Cadillac,DTS,275.0,8.0,Luxury,54425
3605,Cadillac,DTS,292.0,8.0,Luxury,59475
3606,Cadillac,DTS,292.0,8.0,Luxury,59875
3607,Cadillac,DTS,275.0,8.0,Luxury,51925
3608,Cadillac,DTS,275.0,8.0,Luxury,54825
3609,Cadillac,DTS,275.0,8.0,Luxury,46680
3610,Dodge,Durango,290.0,6.0,"Crossover,Performance",36895
3611,Dodge,Durango,360.0,8.0,"Crossover,Performance",42495
3612,Dodge,Durango,290.0,6.0,Crossover,39495
3613,Dodge,Durango,290.0,6.0,"Crossover,Performance",40995
3614,Dodge,Durango,290.0,6.0,"Crossover,Performance",33095
3615,Dodge,Durango,290.0,6.0,Crossover,43595
3616,Dodge,Durango,360.0,8.0,"Crossover,Performance",39995
3617,Dodge,Durango,290.0,6.0,"Crossover,Performance",30495
3618,Dodge,Durango,360.0,8.0,"Crossover,Performance",41995
3619,Dodge,Durango,293.0,6.0,Crossover,39595
3620,Dodge,Durango,293.0,6.0,"Crossover,Performance",30495
3621,Dodge,Durango,295.0,6.0,Crossover,43895
3622,Dodge,Durango,293.0,6.0,"Crossover,Performance",33095
3623,Dodge,Durango,360.0,8.0,"Crossover,Performance",44595
3624,Dodge,Durango,295.0,6.0,"Crossover,Performance",42390
3625,Dodge,Durango,293.0,6.0,"Crossover,Performance",36995
3626,Dodge,Durango,295.0,6.0,"Crossover,Performance",41295
3627,Dodge,Durango,295.0,6.0,Crossover,44990
3628,Dodge,Durango,295.0,6.0,"Crossover,Performance",37495
3629,Dodge,Durango,295.0,6.0,"Crossover,Performance",42490
3630,Dodge,Durango,295.0,6.0,Crossover,40095
3631,Dodge,Durango,360.0,8.0,"Crossover,Performance",42095
3632,Dodge,Durango,295.0,6.0,Crossover,29995
3633,Dodge,Durango,360.0,8.0,"Crossover,Performance",44695
3634,Dodge,Durango,295.0,6.0,"Crossover,Performance",41395
3635,Dodge,Durango,295.0,6.0,Crossover,43995
3636,Dodge,Durango,295.0,6.0,Crossover,45090
3637,Dodge,Durango,295.0,6.0,Crossover,32595
3638,Dodge,Dynasty,100.0,4.0,No Category,2000
3639,Dodge,Dynasty,141.0,6.0,No Category,2000
3640,Dodge,Dynasty,100.0,4.0,No Category,2000
3641,Dodge,Dynasty,141.0,6.0,No Category,2000
3642,Dodge,Dynasty,141.0,6.0,No Category,2000
3643,Dodge,Dynasty,100.0,4.0,No Category,2000
3644,Ford,E-150,199.0,6.0,No Category,2000
3645,Ford,E-150,145.0,6.0,No Category,2000
3646,Ford,E-150,145.0,6.0,No Category,2000
3647,Ford,E-150,145.0,6.0,No Category,2000
3648,Ford,E-150,145.0,6.0,No Category,2000
3649,Ford,E-150,200.0,6.0,No Category,2000
3650,Ford,E-150,200.0,6.0,No Category,2123
3651,Ford,E-150,200.0,6.0,No Category,2074
3652,Ford,E-150,200.0,6.0,No Category,2000
3653,Ford,E-150,200.0,6.0,No Category,2301
3654,Ford,E-150,200.0,6.0,No Category,2079
3655,Ford,E-150,200.0,6.0,No Category,2256
3656,Ford,E-150,200.0,6.0,No Category,2169
3657,Ford,E-250,199.0,6.0,No Category,2000
3658,Ford,E-250,145.0,6.0,No Category,2000
3659,Ford,E-250,199.0,6.0,No Category,2000
3660,Ford,E-250,145.0,6.0,No Category,2000
3661,Ford,E-250,200.0,6.0,No Category,2000
