Brand,Year,Horsepower,Engine Cylinders,Number of Doors,Price
Cadillac,2015,272.0,4.0,4.0,62070
Cadillac,2015,321.0,6.0,4.0,63770
Cadillac,2015,321.0,6.0,4.0,61770
Cadillac,2015,420.0,6.0,4.0,69340
Cadillac,2015,272.0,4.0,4.0,47345
Cadillac,2015,321.0,6.0,4.0,59370
Cadillac,2015,272.0,4.0,4.0,45345
Cadillac,2015,272.0,4.0,4.0,55670
Cadillac,2015,272.0,4.0,4.0,57670
Cadillac,2015,272.0,4.0,4.0,60070
Cadillac,2015,321.0,6.0,4.0,52970
Cadillac,2015,321.0,6.0,4.0,57370
Cadillac,2015,420.0,6.0,4.0,59340
Cadillac,2016,335.0,6.0,4.0,58285
Cadillac,2016,268.0,4.0,4.0,45560
Cadillac,2016,268.0,4.0,4.0,60685
Cadillac,2016,420.0,6.0,4.0,59955
Cadillac,2016,268.0,4.0,4.0,51285
Cadillac,2016,420.0,6.0,4.0,69955
Cadillac,2016,268.0,4.0,4.0,53285
Cadillac,2016,335.0,6.0,4.0,60285
Cadillac,2016,335.0,6.0,4.0,53285
Cadillac,2016,335.0,6.0,4.0,62685
Cadillac,2016,268.0,4.0,4.0,58285
Cadillac,2016,335.0,6.0,4.0,64685
Cadillac,2016,268.0,4.0,4.0,62685
Cadillac,2016,268.0,4.0,4.0,56285
Cadillac,2016,335.0,6.0,4.0,55285
Cadillac,2016,268.0,4.0,4.0,47560
Cadillac,2017,335.0,6.0,4.0,61195
Cadillac,2017,268.0,4.0,4.0,51695
Cadillac,2017,420.0,6.0,4.0,70795
Cadillac,2017,268.0,4.0,4.0,47995
Cadillac,2017,335.0,6.0,4.0,55695
Cadillac,2017,335.0,6.0,4.0,59195
Cadillac,2017,335.0,6.0,4.0,53695
Cadillac,2017,268.0,4.0,4.0,53695
Cadillac,2017,420.0,6.0,4.0,60695
Cadillac,2017,268.0,4.0,4.0,45995
Nissan,2012,122.0,4.0,4.0,14980
Nissan,2012,122.0,4.0,4.0,18680
Nissan,2012,122.0,4.0,4.0,16580
Nissan,2012,122.0,4.0,4.0,17580
Nissan,2013,122.0,4.0,4.0,16760
Nissan,2013,122.0,4.0,4.0,18860
Nissan,2013,122.0,4.0,4.0,17760
Nissan,2014,122.0,4.0,4.0,19000
Nissan,2014,122.0,4.0,4.0,16900
Nissan,2014,122.0,4.0,4.0,17900
Mazda,2016,146.0,4.0,4.0,19960
Mazda,2016,146.0,4.0,4.0,21960
Mazda,2016,146.0,4.0,4.0,26240
Mazda,2016,146.0,4.0,4.0,23210
Mazda,2016,146.0,4.0,4.0,21210
Mazda,2016,146.0,4.0,4.0,24990
Mazda,2017,146.0,4.0,4.0,24990
Mazda,2017,146.0,4.0,4.0,19960
Mazda,2017,146.0,4.0,4.0,21960
Mazda,2017,146.0,4.0,4.0,23210
Mazda,2017,146.0,4.0,4.0,26240
Mazda,2017,146.0,4.0,4.0,21210
Mazda,2014,155.0,4.0,4.0,22795
Mazda,2014,155.0,4.0,4.0,24045
Mazda,2014,184.0,4.0,4.0,24815
Mazda,2014,184.0,4.0,4.0,26065
Mazda,2014,184.0,4.0,4.0,29070
Mazda,2014,155.0,4.0,4.0,21395
Mazda,2014,184.0,4.0,4.0,27820
Mazda,2015,184.0,4.0,4.0,27970
Mazda,2015,184.0,4.0,4.0,29220
Mazda,2015,184.0,4.0,4.0,26215
Mazda,2015,155.0,4.0,4.0,21545
Mazda,2015,184.0,4.0,4.0,24965
Mazda,2015,155.0,4.0,4.0,22945
Mazda,2015,155.0,4.0,4.0,24195
Mazda,2015,184.0,4.0,4.0,24395
Mazda,2016,155.0,4.0,4.0,21795
Mazda,2016,184.0,4.0,4.0,26465
Mazda,2016,184.0,4.0,4.0,24445
Mazda,2016,184.0,4.0,4.0,23195
Mazda,2016,184.0,4.0,4.0,24895
Mazda,2016,184.0,4.0,4.0,29870
Mazda,2016,184.0,4.0,4.0,28570
Mazda,2016,184.0,4.0,4.0,29470
Mazda,2016,184.0,4.0,4.0,25215
Mazda,2016,184.0,4.0,4.0,23595
Mazda,2016,184.0,4.0,4.0,28220
Mazda,2016,184.0,4.0,4.0,26515
Mazda,2010,244.0,4.0,4.0,25950
Mazda,2010,244.0,4.0,4.0,27650
Mazda,2010,244.0,4.0,4.0,31335
Mazda,2010,244.0,4.0,4.0,33035
Mazda,2010,161.0,4.0,4.0,21700
Mazda,2010,161.0,4.0,4.0,22490
Mazda,2011,244.0,4.0,4.0,33340
Mazda,2011,244.0,4.0,4.0,31640
Mazda,2011,161.0,4.0,4.0,21990
Mazda,2011,244.0,4.0,4.0,27955
Mazda,2011,161.0,4.0,4.0,22795
Mazda,2011,161.0,4.0,4.0,26390
Mazda,2011,244.0,4.0,4.0,26255
Mazda,2012,244.0,4.0,4.0,26455
Mazda,2012,244.0,4.0,4.0,31840
Mazda,2012,161.0,4.0,4.0,26590
Mazda,2012,161.0,4.0,4.0,22995
Mazda,2012,244.0,4.0,4.0,28155
Mazda,2012,244.0,4.0,4.0,33540
Mazda,2012,161.0,4.0,4.0,22190
Mazda,2014,273.0,6.0,4.0,31575
Mazda,2014,273.0,6.0,4.0,29985
Mazda,2014,273.0,6.0,4.0,32480
Mazda,2014,273.0,6.0,4.0,36625
Mazda,2014,273.0,6.0,4.0,35035
Mazda,2014,273.0,6.0,4.0,34070
Mazda,2015,273.0,6.0,4.0,35035
Mazda,2015,273.0,6.0,4.0,36625
Mazda,2015,273.0,6.0,4.0,31575
Mazda,2015,273.0,6.0,4.0,34070
Mazda,2015,273.0,6.0,4.0,32480
Mazda,2015,273.0,6.0,4.0,29985
Mazda,2016,227.0,4.0,4.0,35970
Mazda,2016,227.0,4.0,4.0,33320
Mazda,2016,227.0,4.0,4.0,41970
Mazda,2016,227.0,4.0,4.0,40170
Mazda,2016,227.0,4.0,4.0,31520
Mazda,2016,227.0,4.0,4.0,44015
Mazda,2016,227.0,4.0,4.0,37770
Dodge,2008,210.0,6.0,4.0,26170
Dodge,2008,302.0,8.0,4.0,27780
Dodge,2008,210.0,6.0,4.0,22030
Dodge,2008,210.0,6.0,4.0,27625
Dodge,2008,210.0,6.0,4.0,25245
Dodge,2008,210.0,6.0,4.0,26280
Dodge,2008,210.0,6.0,4.0,24720
Dodge,2008,210.0,6.0,4.0,30155
Dodge,2008,210.0,6.0,4.0,30780
Dodge,2008,210.0,6.0,4.0,23640
Dodge,2008,210.0,6.0,4.0,25395
Dodge,2008,210.0,6.0,4.0,28580
Dodge,2008,210.0,6.0,4.0,26590
Dodge,2008,210.0,6.0,4.0,24010
Dodge,2008,210.0,6.0,4.0,30510
Dodge,2008,210.0,6.0,4.0,26120
Dodge,2008,210.0,6.0,4.0,26920
Dodge,2008,210.0,6.0,4.0,26540
Dodge,2008,302.0,8.0,4.0,32135
Dodge,2008,210.0,6.0,4.0,27935
Dodge,2008,210.0,6.0,4.0,22505
Dodge,2008,210.0,6.0,4.0,24985
Dodge,2008,210.0,6.0,4.0,26935
Dodge,2008,302.0,8.0,4.0,30760
Dodge,2008,302.0,8.0,4.0,28520
Dodge,2008,210.0,6.0,4.0,29095
Dodge,2008,210.0,6.0,4.0,20470
Dodge,2008,210.0,6.0,4.0,20995
Dodge,2009,210.0,6.0,4.0,28630
Dodge,2009,210.0,6.0,4.0,31630
Dodge,2009,210.0,6.0,4.0,23710
Dodge,2009,210.0,6.0,4.0,25260
Dodge,2009,210.0,6.0,4.0,29355
Dodge,2009,210.0,6.0,4.0,31045
Dodge,2009,210.0,6.0,4.0,27960
Dodge,2009,210.0,6.0,4.0,30155
Dodge,2009,210.0,6.0,4.0,28210
Dodge,2009,210.0,6.0,4.0,26405
Dodge,2009,210.0,6.0,4.0,29985
Dodge,2009,210.0,6.0,4.0,26810
Dodge,2009,210.0,6.0,4.0,27315
Dodge,2009,210.0,6.0,4.0,22560
Dodge,2010,210.0,6.0,4.0,26325
Dodge,2010,210.0,6.0,4.0,27880
Dodge,2010,210.0,6.0,4.0,25305
Dodge,2010,210.0,6.0,4.0,28255
Dodge,2010,210.0,6.0,4.0,23630
Dodge,2010,210.0,6.0,4.0,27005
Dodge,2010,210.0,6.0,4.0,29275
Dodge,2010,210.0,6.0,4.0,22755
Dodge,2010,210.0,6.0,4.0,33180
Dodge,2010,302.0,8.0,4.0,31365
Dodge,2010,210.0,6.0,4.0,30180
Dodge,2014,160.0,4.0,4.0,16495
Dodge,2014,184.0,4.0,4.0,18595
Dodge,2014,184.0,4.0,4.0,22995
Dodge,2014,160.0,4.0,4.0,19995
Dodge,2014,184.0,4.0,4.0,20995
Dodge,2015,184.0,4.0,4.0,21645
Dodge,2015,184.0,4.0,4.0,19000
Dodge,2015,160.0,4.0,4.0,20495
Dodge,2015,184.0,4.0,4.0,23795
Dodge,2015,160.0,4.0,4.0,16495
Dodge,2016,160.0,4.0,4.0,19495
Dodge,2016,160.0,4.0,4.0,18995
Dodge,2016,184.0,4.0,4.0,19395
Dodge,2016,160.0,4.0,4.0,17995
Dodge,2016,184.0,4.0,4.0,24395
Dodge,2016,160.0,4.0,4.0,19595
Dodge,2016,160.0,4.0,4.0,16995
Dodge,2016,160.0,4.0,4.0,21095
Dodge,2016,184.0,4.0,4.0,22095
Dodge,2016,184.0,4.0,4.0,20995
Dodge,2016,184.0,4.0,4.0,21595
Cadillac,2003,275.0,8.0,4.0,49150
Cadillac,2003,300.0,8.0,4.0,49150
Cadillac,2003,275.0,8.0,4.0,44400
Cadillac,2004,300.0,8.0,4.0,50750
Cadillac,2004,275.0,8.0,4.0,50750
Cadillac,2004,275.0,8.0,4.0,45600
Cadillac,2005,275.0,8.0,4.0,51600
Cadillac,2005,275.0,8.0,4.0,46430
Cadillac,2005,275.0,8.0,4.0,46045
Cadillac,2005,290.0,8.0,4.0,51600
Mitsubishi,2002,205.0,6.0,4.0,28447
Mitsubishi,2002,210.0,6.0,4.0,26997
Mitsubishi,2002,205.0,6.0,4.0,25687
Mitsubishi,2003,205.0,6.0,4.0,25997
Mitsubishi,2003,205.0,6.0,4.0,28447
Mitsubishi,2003,210.0,6.0,4.0,27097
Mitsubishi,2004,205.0,6.0,4.0,24999
Mitsubishi,2004,210.0,6.0,4.0,26819
Mitsubishi,2004,205.0,6.0,4.0,27619
Land Rover,2000,188.0,8.0,4.0,2561
Land Rover,2001,188.0,8.0,4.0,36350
Land Rover,2001,188.0,8.0,4.0,33350
Land Rover,2001,188.0,8.0,4.0,34350
Land Rover,2002,188.0,8.0,4.0,33350
Land Rover,2002,188.0,8.0,4.0,37150
Land Rover,2015,240.0,4.0,4.0,37070
Land Rover,2015,240.0,4.0,4.0,45570
Land Rover,2015,240.0,4.0,4.0,41570
Land Rover,2016,240.0,4.0,4.0,41955
Land Rover,2016,240.0,4.0,4.0,45955
Land Rover,2016,240.0,4.0,4.0,37455
Land Rover,2017,240.0,4.0,4.0,46595
Land Rover,2017,240.0,4.0,4.0,42195
Land Rover,2017,240.0,4.0,4.0,37695
Land Rover,2003,217.0,8.0,4.0,34350
Land Rover,2003,217.0,8.0,4.0,40350
Land Rover,2003,217.0,8.0,4.0,38350
Land Rover,2004,217.0,8.0,4.0,38685
Land Rover,2004,217.0,8.0,4.0,40685
Land Rover,2004,217.0,8.0,4.0,34330
Cadillac,2009,275.0,8.0,4.0,51460
Cadillac,2009,275.0,8.0,4.0,46280
Cadillac,2009,275.0,8.0,4.0,49730
Cadillac,2009,292.0,8.0,4.0,54230
Cadillac,2009,275.0,8.0,4.0,49230
Cadillac,2009,275.0,8.0,4.0,47625
Cadillac,2010,275.0,8.0,4.0,46280
Cadillac,2010,275.0,8.0,4.0,51525
Cadillac,2010,275.0,8.0,4.0,54425
Cadillac,2010,292.0,8.0,4.0,59475
Cadillac,2011,292.0,8.0,4.0,59875
Cadillac,2011,275.0,8.0,4.0,51925
Cadillac,2011,275.0,8.0,4.0,54825
Cadillac,2011,275.0,8.0,4.0,46680
Dodge,2015,290.0,6.0,4.0,36895
Dodge,2015,360.0,8.0,4.0,42495
Dodge,2015,290.0,6.0,4.0,39495
Dodge,2015,290.0,6.0,4.0,40995
Dodge,2015,290.0,6.0,4.0,33095
Dodge,2015,290.0,6.0,4.0,43595
Dodge,2015,360.0,8.0,4.0,39995
Dodge,2015,290.0,6.0,4.0,30495
Dodge,2016,360.0,8.0,4.0,41995
Dodge,2016,293.0,6.0,4.0,39595
Dodge,2016,293.0,6.0,4.0,30495
Dodge,2016,295.0,6.0,4.0,43895
Dodge,2016,293.0,6.0,4.0,33095
Dodge,2016,360.0,8.0,4.0,44595
Dodge,2016,295.0,6.0,4.0,42390
Dodge,2016,293.0,6.0,4.0,36995
Dodge,2016,295.0,6.0,4.0,41295
Dodge,2016,295.0,6.0,4.0,44990
Dodge,2017,295.0,6.0,4.0,37495
Dodge,2017,295.0,6.0,4.0,42490
Dodge,2017,295.0,6.0,4.0,40095
Dodge,2017,360.0,8.0,4.0,42095
Dodge,2017,295.0,6.0,4.0,29995
Dodge,2017,360.0,8.0,4.0,44695
Dodge,2017,295.0,6.0,4.0,41395
Dodge,2017,295.0,6.0,4.0,43995
Dodge,2017,295.0,6.0,4.0,45090
Dodge,2017,295.0,6.0,4.0,32595
Mercedes-Benz,2015,329.0,6.0,2.0,55850
Mercedes-Benz,2015,329.0,6.0,2.0,53350
Mercedes-Benz,2015,302.0,6.0,4.0,57100
Mercedes-Benz,2015,302.0,6.0,4.0,54800
Mercedes-Benz,2015,302.0,6.0,4.0,59000
Mercedes-Benz,2015,195.0,4.0,4.0,54300
Mercedes-Benz,2015,402.0,8.0,2.0,67750
Mercedes-Benz,2015,302.0,6.0,4.0,52300
Mercedes-Benz,2015,329.0,6.0,4.0,64850
Mercedes-Benz,2015,402.0,8.0,2.0,59400
Mercedes-Benz,2015,329.0,6.0,2.0,61350
Mercedes-Benz,2015,195.0,4.0,4.0,51800
Mercedes-Benz,2015,329.0,6.0,4.0,62350
Mercedes-Benz,2016,329.0,6.0,4.0,63100
Mercedes-Benz,2016,302.0,6.0,4.0,59900
Mercedes-Benz,2016,195.0,4.0,4.0,55150
Mercedes-Benz,2016,302.0,6.0,4.0,53100
Mercedes-Benz,2016,329.0,6.0,4.0,65600
Mercedes-Benz,2016,302.0,6.0,4.0,55600
Mercedes-Benz,2016,329.0,6.0,2.0,54200
Mercedes-Benz,2016,402.0,8.0,2.0,60300
Mercedes-Benz,2016,329.0,6.0,2.0,62250
Mercedes-Benz,2016,402.0,8.0,2.0,68700
Mercedes-Benz,2016,195.0,4.0,4.0,52650
Mercedes-Benz,2016,329.0,6.0,2.0,56700
Mercedes-Benz,2017,329.0,6.0,2.0,62600
Mercedes-Benz,2017,241.0,4.0,4.0,54650
Mercedes-Benz,2017,329.0,6.0,2.0,57050
Mercedes-Benz,2017,241.0,4.0,4.0,52150
Mercedes-Benz,2017,329.0,6.0,2.0,54550
Mercedes-Benz,2017,402.0,8.0,2.0,60650
Mercedes-Benz,2017,402.0,8.0,2.0,69100
Ford,2012,255.0,8.0,3.0,31460
Ford,2012,225.0,8.0,3.0,26630
Ford,2012,225.0,8.0,3.0,27630
Ford,2012,225.0,8.0,3.0,28985
Ford,2012,225.0,8.0,3.0,27840
Ford,2012,255.0,8.0,3.0,30560
Ford,2013,225.0,8.0,3.0,27325
Ford,2013,255.0,8.0,3.0,31485
Ford,2013,225.0,8.0,3.0,30145
Ford,2013,225.0,8.0,3.0,28785
Ford,2013,225.0,8.0,3.0,28540
Ford,2013,255.0,8.0,3.0,32385
Ford,2014,225.0,8.0,3.0,28600
Ford,2014,255.0,8.0,3.0,32760
Ford,2014,225.0,8.0,3.0,30060
Ford,2014,225.0,8.0,3.0,31420
Ford,2014,255.0,8.0,3.0,33660
Ford,2014,225.0,8.0,3.0,29815
Ford,2012,225.0,8.0,3.0,28760
Ford,2012,255.0,8.0,3.0,34320
Ford,2012,255.0,8.0,3.0,35620
Ford,2012,255.0,8.0,3.0,34160
Ford,2012,225.0,8.0,3.0,31200
Ford,2012,255.0,8.0,3.0,31855
Ford,2013,255.0,8.0,3.0,35245
Ford,2013,255.0,8.0,3.0,36545
Ford,2013,255.0,8.0,3.0,32785
Ford,2013,255.0,8.0,3.0,35085
Ford,2013,225.0,8.0,3.0,29455
Ford,2013,225.0,8.0,3.0,31900
Ford,2014,225.0,8.0,3.0,32675
Ford,2014,255.0,8.0,3.0,37320
Ford,2014,255.0,8.0,3.0,36020
Ford,2014,255.0,8.0,3.0,35860
Ford,2014,255.0,8.0,3.0,33560
Ford,2014,225.0,8.0,3.0,30230
Mercedes-Benz,2000,349.0,8.0,4.0,6120
Toyota,2003,108.0,4.0,4.0,10775
Toyota,2003,108.0,4.0,4.0,11575
Toyota,2003,108.0,4.0,2.0,10245
Toyota,2003,108.0,4.0,2.0,11045
Toyota,2004,108.0,4.0,4.0,10885
Toyota,2004,108.0,4.0,4.0,11685
Toyota,2004,108.0,4.0,2.0,11155
Toyota,2004,108.0,4.0,2.0,10355
Toyota,2005,108.0,4.0,4.0,10985
Toyota,2005,108.0,4.0,2.0,11255
Toyota,2005,108.0,4.0,4.0,11785
Toyota,2005,108.0,4.0,2.0,10455
Mitsubishi,2010,162.0,4.0,2.0,27799
Mitsubishi,2010,265.0,6.0,2.0,32599
Mitsubishi,2011,265.0,6.0,2.0,32599
Mitsubishi,2011,162.0,4.0,2.0,27999
Mitsubishi,2012,162.0,4.0,2.0,28299
Mitsubishi,2012,265.0,6.0,2.0,32599
Mitsubishi,2012,162.0,4.0,2.0,27999
Mitsubishi,2010,162.0,4.0,2.0,24699
Mitsubishi,2010,162.0,4.0,2.0,20699
Mitsubishi,2010,265.0,6.0,2.0,29089
Mitsubishi,2010,162.0,4.0,2.0,21699
Mitsubishi,2010,265.0,6.0,2.0,28089
Mitsubishi,2011,162.0,4.0,2.0,24699
Mitsubishi,2011,162.0,4.0,2.0,19999
Mitsubishi,2011,162.0,4.0,2.0,18999
Mitsubishi,2011,265.0,6.0,2.0,29089
Mitsubishi,2012,162.0,4.0,2.0,19499
Mitsubishi,2012,162.0,4.0,2.0,20499
Mitsubishi,2012,162.0,4.0,2.0,24699
Mitsubishi,2012,265.0,6.0,2.0,29089
Ford,2015,245.0,4.0,4.0,30095
Ford,2015,245.0,4.0,4.0,33495
Ford,2015,245.0,4.0,4.0,28100
Ford,2015,245.0,4.0,4.0,31500
Ford,2015,315.0,6.0,4.0,40095
Ford,2015,315.0,6.0,4.0,38100
Ford,2015,245.0,4.0,4.0,37595
Ford,2015,245.0,4.0,4.0,35600
Ford,2016,245.0,4.0,4.0,28700
Ford,2016,245.0,4.0,4.0,30695
Ford,2016,245.0,4.0,4.0,31790
Ford,2016,245.0,4.0,4.0,37595
Ford,2016,315.0,6.0,4.0,40900
Ford,2016,245.0,4.0,4.0,33785
Ford,2016,245.0,4.0,4.0,35600
Ford,2017,245.0,4.0,4.0,28950
Ford,2017,245.0,4.0,4.0,37595
Ford,2017,315.0,6.0,4.0,40900
Ford,2017,245.0,4.0,4.0,30945
Ford,2017,245.0,4.0,4.0,33785
Ford,2017,245.0,4.0,4.0,31790
Ford,2017,245.0,4.0,4.0,35600
Hyundai,2013,145.0,4.0,2.0,18595
Hyundai,2013,148.0,4.0,2.0,18595
Hyundai,2013,148.0,4.0,2.0,19895
Hyundai,2013,145.0,4.0,2.0,20895
Hyundai,2013,148.0,4.0,2.0,20895
Hyundai,2013,148.0,4.0,2.0,17595
Hyundai,2014,166.0,4.0,2.0,19600
Hyundai,2014,173.0,4.0,2.0,19600
Hyundai,2015,173.0,4.0,4.0,19800
Hyundai,2015,173.0,4.0,4.0,18800
Hyundai,2016,173.0,4.0,4.0,18800
Hyundai,2016,173.0,4.0,4.0,19800
Hyundai,2017,173.0,4.0,4.0,18800
Hyundai,2017,173.0,4.0,4.0,19800
Hyundai,2010,138.0,4.0,4.0,17195
Hyundai,2010,138.0,4.0,4.0,19795
Hyundai,2010,138.0,4.0,4.0,15995
Hyundai,2010,138.0,4.0,4.0,18995
Hyundai,2011,138.0,4.0,4.0,15995
Hyundai,2011,138.0,4.0,4.0,19495
Hyundai,2011,138.0,4.0,4.0,17195
Hyundai,2011,138.0,4.0,4.0,20295
Hyundai,2012,138.0,4.0,4.0,17195
Hyundai,2012,138.0,4.0,4.0,15995
Hyundai,2012,138.0,4.0,4.0,19495
Hyundai,2012,138.0,4.0,4.0,20295
Hyundai,2015,173.0,4.0,4.0,22600
Hyundai,2015,145.0,4.0,4.0,21700
Hyundai,2015,145.0,4.0,4.0,18250
Hyundai,2015,145.0,4.0,4.0,17250
Hyundai,2015,166.0,4.0,4.0,22600
Hyundai,2015,173.0,4.0,4.0,21600
Hyundai,2016,173.0,4.0,4.0,21250
Hyundai,2016,145.0,4.0,4.0,18250
Hyundai,2016,166.0,4.0,4.0,21250
Hyundai,2016,145.0,4.0,4.0,21700
Hyundai,2016,173.0,4.0,4.0,20250
Hyundai,2016,145.0,4.0,4.0,17250
Hyundai,2016,145.0,4.0,4.0,19700
Hyundai,2017,147.0,4.0,4.0,18150
Hyundai,2017,147.0,4.0,4.0,22350
Hyundai,2017,147.0,4.0,4.0,17150
Hyundai,2017,201.0,4.0,4.0,22750
Hyundai,2017,201.0,4.0,4.0,21650
Hyundai,2017,147.0,4.0,4.0,20250
Cadillac,2000,275.0,8.0,2.0,2905
Cadillac,2000,300.0,8.0,2.0,3257
Cadillac,2001,300.0,8.0,2.0,44011
Cadillac,2001,275.0,8.0,2.0,40436
Cadillac,2002,300.0,8.0,2.0,47660
Cadillac,2002,300.0,8.0,2.0,45265
Cadillac,2002,275.0,8.0,2.0,42130
Honda,2009,166.0,4.0,4.0,22785
Honda,2009,166.0,4.0,4.0,25770
Honda,2009,166.0,4.0,4.0,23270
Honda,2009,166.0,4.0,4.0,23585
Honda,2009,166.0,4.0,4.0,20275
Honda,2009,166.0,4.0,4.0,24085
Honda,2009,166.0,4.0,4.0,25285
Honda,2009,166.0,4.0,4.0,21475
Honda,2009,166.0,4.0,4.0,24070
Honda,2009,166.0,4.0,4.0,22385
Honda,2010,166.0,4.0,4.0,23885
Honda,2010,166.0,4.0,4.0,22635
Honda,2010,166.0,4.0,4.0,24335
Honda,2010,166.0,4.0,4.0,25585
Honda,2010,166.0,4.0,4.0,20525
Honda,2010,166.0,4.0,4.0,21775
Honda,2010,166.0,4.0,4.0,24320
Honda,2011,166.0,4.0,4.0,24185
Honda,2011,166.0,4.0,4.0,22075
Honda,2011,166.0,4.0,4.0,20825
Honda,2011,166.0,4.0,4.0,22935
Lotus,2009,189.0,4.0,2.0,43995
Lotus,2009,218.0,4.0,2.0,54990
Lotus,2009,189.0,4.0,2.0,47250
Lotus,2010,189.0,4.0,2.0,47250
Lotus,2010,218.0,4.0,2.0,54990
Lotus,2011,189.0,4.0,2.0,51845
Lotus,2011,217.0,4.0,2.0,54990
Lotus,2011,217.0,4.0,2.0,57950
Buick,2015,288.0,6.0,4.0,49305
Buick,2015,288.0,6.0,4.0,39050
Buick,2015,288.0,6.0,4.0,43450
Buick,2015,288.0,6.0,4.0,45450
Buick,2015,288.0,6.0,4.0,47305
Buick,2016,288.0,6.0,4.0,43660
Buick,2016,288.0,6.0,4.0,49515
Buick,2016,288.0,6.0,4.0,39065
Buick,2016,288.0,6.0,4.0,47515
Buick,2016,288.0,6.0,4.0,45660
Buick,2017,288.0,6.0,4.0,39065
Buick,2017,288.0,6.0,4.0,45765
Buick,2017,288.0,6.0,4.0,47625
Buick,2017,288.0,6.0,4.0,43765
Buick,2017,288.0,6.0,4.0,49625
Buick,2015,138.0,4.0,4.0,29450
Buick,2015,138.0,4.0,4.0,27655
Buick,2015,138.0,4.0,4.0,25565
Buick,2015,138.0,4.0,4.0,29435
Buick,2015,138.0,4.0,4.0,27950
Buick,2015,138.0,4.0,4.0,24065
Buick,2015,138.0,4.0,4.0,26155
Buick,2015,138.0,4.0,4.0,30935
Buick,2016,138.0,4.0,4.0,31285
Buick,2016,138.0,4.0,4.0,25565
Buick,2016,138.0,4.0,4.0,28300
Buick,2016,138.0,4.0,4.0,29785
Buick,2016,153.0,4.0,4.0,28850
Buick,2016,138.0,4.0,4.0,24065
Buick,2016,153.0,4.0,4.0,27350
Buick,2016,138.0,4.0,4.0,29800
Buick,2016,138.0,4.0,4.0,26355
Buick,2016,138.0,4.0,4.0,27855
Buick,2017,138.0,4.0,4.0,31965
Buick,2017,138.0,4.0,4.0,26865
Buick,2017,138.0,4.0,4.0,30565
Buick,2017,138.0,4.0,4.0,25565
Buick,2017,138.0,4.0,4.0,27065
Buick,2017,138.0,4.0,4.0,28365
Buick,2017,138.0,4.0,4.0,30465
Buick,2017,138.0,4.0,4.0,24365
Buick,2017,138.0,4.0,4.0,25865
Buick,2017,138.0,4.0,4.0,29065
Mitsubishi,2008,225.0,6.0,4.0,29099
Mitsubishi,2008,225.0,6.0,4.0,27599
Mitsubishi,2010,225.0,6.0,4.0,29999
Mitsubishi,2010,225.0,6.0,4.0,31499
Mitsubishi,2010,225.0,6.0,4.0,27999
Mitsubishi,2011,225.0,6.0,4.0,28299
Mitsubishi,2011,225.0,6.0,4.0,32099
Mitsubishi,2011,225.0,6.0,4.0,33599
Hyundai,2007,242.0,6.0,4.0,26395
Hyundai,2007,242.0,6.0,4.0,28895
Hyundai,2007,242.0,6.0,4.0,23895
Hyundai,2008,250.0,6.0,4.0,29895
Hyundai,2008,250.0,6.0,4.0,23995
Buick,2016,252.0,4.0,4.0,42070
Buick,2016,252.0,4.0,4.0,44710
Buick,2017,197.0,4.0,4.0,39570
Buick,2017,252.0,4.0,4.0,44960
Buick,2017,197.0,4.0,4.0,35870
Buick,2017,252.0,4.0,4.0,42320
Buick,2017,197.0,4.0,4.0,37720
Buick,2017,197.0,4.0,4.0,37720
GMC,2004,275.0,6.0,4.0,33570
GMC,2004,275.0,6.0,4.0,38120
GMC,2004,275.0,6.0,4.0,31320
GMC,2004,275.0,6.0,4.0,35870
GMC,2005,275.0,6.0,4.0,33810
GMC,2005,275.0,6.0,4.0,36060
GMC,2005,300.0,8.0,4.0,38160
GMC,2005,275.0,6.0,4.0,31945
GMC,2005,300.0,8.0,4.0,40235
GMC,2005,275.0,6.0,4.0,29695
GMC,2006,291.0,6.0,4.0,33160
GMC,2006,300.0,8.0,4.0,37600
GMC,2006,291.0,6.0,4.0,29630
GMC,2006,291.0,6.0,4.0,30910
GMC,2006,300.0,8.0,4.0,35350
GMC,2006,291.0,6.0,4.0,27380
GMC,2005,275.0,6.0,4.0,36115
GMC,2005,275.0,6.0,4.0,29780
GMC,2005,275.0,6.0,4.0,33865
GMC,2005,275.0,6.0,4.0,32030
GMC,2007,291.0,6.0,4.0,32960
GMC,2007,291.0,6.0,4.0,26760
GMC,2007,291.0,6.0,4.0,30770
GMC,2007,302.0,8.0,4.0,34990
GMC,2007,291.0,6.0,4.0,28950
GMC,2007,302.0,8.0,4.0,37190
GMC,2008,285.0,6.0,4.0,34020
GMC,2008,285.0,6.0,4.0,27980
GMC,2008,300.0,8.0,4.0,37105
GMC,2008,300.0,8.0,4.0,34970
GMC,2008,285.0,6.0,4.0,30115
GMC,2008,285.0,6.0,4.0,31885
GMC,2009,285.0,6.0,4.0,35615
GMC,2009,300.0,8.0,4.0,36535
GMC,2009,285.0,6.0,4.0,30625
GMC,2009,285.0,6.0,4.0,32760
GMC,2009,300.0,8.0,4.0,38670
GMC,2009,285.0,6.0,4.0,33480
Volkswagen,2014,200.0,4.0,2.0,38325
Volkswagen,2014,200.0,4.0,2.0,42095
Volkswagen,2014,200.0,4.0,2.0,35595
Volkswagen,2015,200.0,4.0,2.0,39545
Volkswagen,2015,200.0,4.0,2.0,42745
Volkswagen,2015,200.0,4.0,2.0,36145
